Drug_ID,Drug,MW,LogP,HBD,HBA,TPSA,RotBonds,Rings,FractionCSP3,Y
pravastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,424.5340000000002,2.4404000000000003,4,6,124.29,10,2,0.7391304347826086,-5.8400002
prazosin,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,383.40800000000024,1.7845999999999997,1,8,106.95,4,4,0.3157894736842105,-4.987
prednisolone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,360.4500000000002,1.5575999999999999,3,5,94.83,2,4,0.7142857142857143,-4.7199998
preladenant,COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,503.56700000000023,2.1635999999999997,1,12,125.0,9,6,0.36,-5.3499999
propranolol ester,CC(C)NC[C@H](COc1cccc2ccccc12)OC(=O)C1CC1,327.42400000000015,3.538400000000002,1,4,47.56,8,3,0.45,-4.5100002
puerarin ,O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)ccc12,416.38200000000006,0.3860999999999998,6,9,160.82,3,4,0.2857142857142857,-6.4000001
quinidine,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,324.4240000000001,3.1732000000000014,1,4,45.59,4,5,0.45,-4.6900001
raffinose,OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,504.43800000000005,-7.571399999999989,11,16,268.67999999999995,8,3,1.0,-7.619999900000002
artesunate,C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,384.4250000000002,2.6024000000000003,1,7,100.52000000000002,4,5,0.8947368421052632,-5.4000001
rapamycin,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,914.187,6.180600000000006,3,13,195.42999999999995,6,4,0.7450980392156863,-4.96
SACV,C=C1NC(N)=Nc2c1ncn2COCCOC(=O)[C@H](N)CO,310.314,-1.7598999999999974,4,10,150.01,7,2,0.4166666666666667,-5.329999900000002
scopolamine,CN1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,303.358,0.9180999999999995,1,5,62.3,4,4,0.5882352941176471,-4.928
serotonin,NCCc1c[nH]c2ccc(O)cc12,176.21899999999997,1.3747,3,2,62.040000000000006,2,2,0.2,-4.8600001
sildenafil,CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,474.58700000000033,1.6109,1,8,113.41999999999999,7,4,0.5,-4.5100002
atropine,CN1[C@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,289.37500000000006,1.9308999999999996,1,4,49.769999999999996,4,3,0.5882352941176471,-4.6999998
sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,250.28300000000004,0.8596000000000001,2,5,97.97,3,2,0.0,-4.75
sulfasalazine,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.4000000000001,3.7016000000000013,3,7,141.31,6,3,0.0,-5.378171
tenidap,NC(=O)N1C(=O)C(C(=O)c2cccs2)c2cc(Cl)ccc21,320.757,2.7933000000000012,1,4,80.47,2,3,0.07142857142857142,-4.5700002
tenoxicam,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,387.44000000000017,1.0567999999999995,1,8,103.04,4,4,0.5263157894736842,-4.6100001
theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,180.16699999999997,-1.0397000000000005,1,5,72.68,0,2,0.2857142857142857,-4.3499999
tiotidine,C/N=C(\NC#N)NCCSCc1csc(N=C(N)N)n1,312.42800000000005,-0.07271999999999912,4,6,137.5,6,1,0.4,-5.880000099999998
tryptophan,NC(Cc1c[nH]c2ccccc12)C(=O)O,204.22899999999998,1.1223000000000003,3,2,79.11,3,2,0.18181818181818182,-5.3899999
tryptophanamide,NC(=O)C(N)Cc1c[nH]c2ccccc12,203.245,0.5230000000000001,3,2,84.9,3,2,0.18181818181818182,-4.920000099999998
ursolic acid,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,456.71100000000035,7.089500000000008,2,2,57.53,1,5,0.9,-5.5500002
VACV,C=C1NC(N)=Nc2c1ncn2COCCOC(=O)[C@H](N)C(C)C,322.369,-0.09619999999999873,3,9,129.78,7,2,0.5,-5.3499999
verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,454.6110000000002,5.093080000000005,0,6,63.95,13,2,0.5185185185185185,-4.579999900000002
benzoic acid,O=C(O)c1ccccc1,122.12299999999996,1.3848,1,1,37.3,1,1,0.0,-4.0050001
vinblastine,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,810.9889999999998,3.9909000000000034,3,12,154.10000000000002,7,9,0.5869565217391305,-5.48
VLA-4 antagonist 2,CCOC(=O)[C@H](Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)[C@H]1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,567.69,1.6133000000000006,1,10,140.14,9,3,0.5,-5.369999900000002
VLA-4 antagonist 3,CC(C)OC(=O)[C@H](Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)[C@H]1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,581.7170000000001,2.0018000000000002,1,10,140.14,9,3,0.52,-5.170000099999998
VLA-4 antagonist 4,CN(C)C(=O)Oc1ccc(C[C@H](NC(=O)[C@H]2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCC(C)(C)C)cc1,609.7710000000001,2.639500000000001,1,10,140.14,9,3,0.5555555555555556,-5.3400002
VLA-4 antagonist 5,CN(C)C(=O)Oc1ccc(C[C@H](NC(=O)[C@H]2N(S(=O)(=O)c3cnn(C)c3)CSC2(C)C)C(=O)OCOC(=O)C(C)(C)C)cc1,653.7800000000001,2.1402,1,12,166.43999999999997,10,3,0.5357142857142857,-5.5999999
VLA-4 antagonist 6,COCCOCCOC(=O)[C@H](Cc1ccc(OC(=O)N(C)C)cc1)NC(=O)[C@H]1N(S(=O)(=O)c2cnn(C)c2)CSC1(C)C,641.769,1.2564000000000026,1,12,158.60000000000002,14,3,0.5555555555555556,-5.6900001
benzylpenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,334.39700000000005,0.8607999999999998,2,4,86.71000000000001,4,3,0.4375,-6.0250001
zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,267.245,-0.19628000000000012,2,6,133.07999999999998,3,2,0.6,-5.0599999
CA-DADLE,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OC1=O,697.7890000000002,1.9312000000000031,6,8,192.02999999999997,6,4,0.3157894736842105,-5.880000099999998
CA-Leu-Enk,CC(C)C[C@H]1NC(=O)[C@@H](CC2CCCCC2)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)/C=C\c2ccccc2OC1=O,703.8370000000002,2.6589000000000045,6,8,192.02999999999997,6,4,0.47368421052631576,-6.4699998
camptothecin,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,348.35800000000006,2.0796,1,6,81.42,1,5,0.25,-4.1100001000000015
carboxamido 28,CC(C)(C)CC(=O)Nc1c(F)cc(C(=O)Nc2nccs2)cc1F,353.394,4.048300000000002,2,4,71.09,4,2,0.3125,-4.059999899999998
cefazolin,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,454.5190000000002,-0.6360799999999995,2,12,156.08999999999997,7,4,0.42857142857142855,-6.23
ceftriaxone,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,554.592,-1.6112999999999973,4,14,214.95999999999998,8,4,0.3333333333333333,-6.764999900000001
cephalexin,CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,347.3960000000001,0.4449000000000012,3,5,112.73,4,3,0.3125,-6.3600001
cephalexin acetylated,CC(=O)NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,389.43300000000005,0.6223000000000014,3,5,115.81000000000002,5,3,0.3333333333333333,-6.630000099999998
CFPN-PI,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1.Cl.O,622.1220000000001,0.9550999999999998,3,12,224.74,9,3,0.4782608695652174,-5.1100001
cimetidine,C/N=C(\NC#N)NCCSCc1[nH]cnc1C,252.347,0.5973999999999997,3,4,88.89,5,1,0.5,-5.9000001
clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,326.83100000000013,3.7227000000000023,1,4,30.869999999999997,0,4,0.2777777777777778,-4.5100002
2,CN(C(=O)[C@H](Cc1ccc(C(=N)N)cc1)NS(=O)(=O)c1ccc2ccccc2c1)C1CCCC1,478.61800000000034,3.4144700000000014,3,4,116.35,8,4,0.3076923076923077,-6.6989698
34,NCc1cccc(Cc2ncccn2)c1,199.257,1.5261,1,3,51.8,3,2,0.16666666666666666,-4.5968795
31,NC(=O)c1cccc(Cc2ncccn2)c1,213.24,1.1663,1,3,68.87,3,2,0.08333333333333333,-4.4609237
20,N#Cc1cccc(Cc2ncccn2)c1,195.225,1.93908,0,3,49.57,2,2,0.08333333333333333,-4.1758742
7,CNS(=O)(=O)c1ccc(Cl)cc1,205.666,1.2480999999999998,1,2,46.17,2,1,0.14285714285714285,-4.186419
6,NS(=O)(=O)c1ccc(Cl)cc1,191.63899999999998,0.9874000000000003,1,2,60.160000000000004,1,1,0.0,-4.2620125
Amiloride,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,229.63099999999997,-1.0823299999999998,5,6,156.79,1,1,0.0,-6.251812
Cimetidine,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,252.347,0.5974,3,4,88.88999999999999,5,1,0.5,-6.0420098
Lef53,NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1ccc(O)cc1,630.7500000000002,-0.25929999999999453,8,7,241.04,17,3,0.30303030303030304,-7.4317985
15j,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3Br)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,559.3670000000002,2.958500000000001,1,8,101.25,7,4,0.16,-4.856985099999998
15f,COc1cccc(-n2c(=O)n(Cc3ccccc3C#N)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F,487.4910000000002,1.9285799999999997,1,9,125.03999999999999,7,4,0.15384615384615385,-4.5917602
65,CC(=O)c1sc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,486.65700000000027,5.428220000000006,2,5,74.33000000000001,7,4,0.5769230769230769,-5.221849
32,CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,465.6130000000003,5.663300000000006,2,3,61.440000000000005,7,4,0.5,-4.9586072
Lobucavir,Nc1nc(O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2n1,265.27299999999997,-0.7241000000000004,4,8,130.31,3,3,0.5454545454545454,-6.0555172
Metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,267.36899999999997,1.6132,2,4,50.72,9,1,0.6,-4.3493013
9,CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(CCC2C[C@@H]2C)cc(N(C)S(C)(=O)=O)c1,570.8000000000003,3.762400000000002,3,5,107.60999999999999,15,3,0.5483870967741935,-4.6197886
4b,CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1,653.8210000000001,3.8039000000000023,4,6,136.71,15,3,0.38235294117647056,-5.0
2n,CCOC(=O)c1c(Cl)cccc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,501.8640000000002,4.106100000000002,2,5,97.38999999999999,7,3,0.36363636363636365,-4.5528421
2k,C[C@@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)c1ccc(-c2cc(Cl)cc(F)c2-c2nnn(C)n2)cc1F,528.8690000000001,3.8640000000000017,2,6,101.8,6,4,0.3181818181818182,-4.6382723
2i,Cc1nc(-c2c(Cl)cc(Cl)cc2-c2ccc([C@@H](C)NC(=O)C3(NC(=O)C(F)(F)F)CC3)c(F)c2)no1,545.3200000000002,5.5462200000000035,2,5,97.12,6,4,0.30434782608695654,-4.6382723
2m,COC(=O)c1c(Cl)cc(Cl)cc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,522.2820000000003,4.369400000000002,2,5,97.38999999999999,6,3,0.3333333333333333,-4.5376019
2e,C[C@@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)c1ccc(-c2cc(Cl)ccc2-c2nnn(C)n2)cc1F,510.8790000000001,3.7249000000000025,2,6,101.8,6,4,0.3181818181818182,-4.5528421
2h,CCOC(=O)c1c(Cl)cc(Cl)cc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,535.3210000000003,5.364500000000003,2,4,84.5,7,3,0.34782608695652173,-4.6020598
2o,CCOC(=O)c1c(Cl)cc(Cl)cc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,536.3090000000003,4.759500000000004,2,5,97.38999999999999,7,3,0.36363636363636365,-4.6020598
2l,COC(=O)c1c(Cl)cccc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,487.8370000000002,3.716000000000001,2,5,97.38999999999999,6,3,0.3333333333333333,-4.6020598
2d,Cc1nc(-c2ccc(Cl)cc2-c2ccc([C@@H](C)NC(=O)C3(NC(=O)C(F)(F)F)CC3)c(F)c2)no1,510.8750000000002,4.892820000000004,2,5,97.12,6,4,0.30434782608695654,-4.5086384000000015
1,COC(=O)c1c(Cl)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1,486.8490000000002,4.321000000000002,2,4,84.5,6,3,0.3181818181818182,-4.4685210999999985
49,O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cc2c(C(F)(F)F)nn3ccccc23)cc1,462.4280000000001,2.584200000000001,3,6,104.96,5,4,0.3181818181818182,-5.7447276
48,CC(C)(C)c1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1,450.5390000000002,2.8629,3,6,104.96000000000002,5,4,0.4,-5.3665314
1,CCCN(Cc1ccoc1)C(=O)c1cc(C)cc(OCC2(CON=C(N)N)CC2)c1,414.50600000000026,3.0044200000000005,2,5,116.31,11,3,0.45454545454545453,-5.387216099999999
17,Cc1ccc(C(F)(F)CNc2ccc(C#N)c(CC(=O)NCCONC(=N)N)c2F)nc1,449.4370000000002,1.678069999999999,5,6,148.94,10,2,0.3,-6.188375
5,N#Cc1ccc(NCC(F)(F)c2ccccc2)c(F)c1CC(=O)NCCONC(=N)N,434.42200000000025,1.974649999999999,5,5,136.05,10,2,0.25,-5.647924400000001
22,N#Cc1ccc(NCC(F)(F)c2cccc(F)c2)c(F)c1CC(=O)NCCONC(=N)N,452.4120000000002,2.113749999999999,5,5,136.05,10,2,0.25,-5.741402099999998
36,Cc1nc(N)ccc1CNC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccccn2)c1F,454.4560000000001,3.440800000000001,3,6,116.71999999999998,8,3,0.21739130434782608,-5.1474957
34,CN(OCCNC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccccn2)c1F)C(=N)N,449.43700000000007,1.71185,4,6,140.15,10,2,0.3,-6.3723636
23,N#Cc1ccc(NCC(F)(F)c2ccc(F)c(F)c2)c(F)c1CC(=O)NCCONC(=N)N,470.4020000000002,2.2528499999999996,5,5,136.05,10,2,0.25,-5.9430285000000005
S-6j,c1csc([C@]23CNC[C@H]2C3)c1,165.261,1.6089999999999998,1,2,12.03,1,3,0.5555555555555556,-4.7544875
659-Harmane,Cc1nccc2c1[nH]c1ccccc12,182.226,3.0245200000000008,1,1,28.68,0,3,0.08333333333333333,-5.223299
795-Coptisine chloride (COP),[Cl-].c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4,355.77700000000016,-0.18820000000000014,0,4,40.8,0,6,0.21052631578947367,-4.9574246
"877-(2S,4S,5R)-2-[(4'-Chlorophenyl)-4-methyl-1,3-dioxan-5-yl]amine (5h)",C[C@@H]1O[C@@H](c2ccc(Cl)cc2)OC[C@H]1N,227.69099999999997,2.1012,1,3,44.480000000000004,1,2,0.45454545454545453,-4.9279342
"878-(2S,4S,5R)-2-[(4'-Nitrophenyl)-4-methyl-1,3-dioxan-5-yl]amine (5i)",C[C@@H]1O[C@@H](c2ccc(N(O)O)cc2)OC[C@H]1N,240.259,1.0326000000000002,3,6,88.18,2,2,0.45454545454545453,-4.8885694000000015
"879-(cis)-[2-(E-Phenylvinyl)-1,3-dioxan-5-yl]amine (6a)",C=C(c1ccccc1)C1OCC(N)CO1,205.25699999999992,1.3999999999999997,1,3,44.480000000000004,2,2,0.3333333333333333,-4.9913998
"880-(2S,4S,5R)-[2-(E-Phenylvinyl)-4-methyl-1,3-dioxan-5-yl]amine (6b)",C=C(c1ccccc1)[C@H]1OC[C@@H](N)[C@H](C)O1,219.28399999999993,1.7884999999999998,1,3,44.480000000000004,2,2,0.38461538461538464,-4.9880071
881-13h,C[C@@H]1O[C@@H](c2ccc(Cl)cc2)OC[C@H]1NC(=O)Cc1ccccc1,345.8260000000001,3.501400000000002,1,3,47.56,4,3,0.3157894736842105,-4.9920392
"883-(cis)-[2-(E-Phenylvinyl)-1,3-dioxan-5-yl]phenylacetamide (14a)",C=C(c1ccccc1)C1OCC(NC(=O)Cc2ccccc2)CO1,323.392,2.800200000000001,1,3,47.56,5,3,0.25,-5.0498786
884-14b,C=C(c1ccccc1)[C@H]1OC[C@@H](NC(=O)Cc2ccccc2)[C@H](C)O1,337.419,3.1887000000000016,1,3,47.56,5,3,0.2857142857142857,-5.050365900000001
1029-Dihydrotetrabenazine isomer,COc1cc2c(cc1OC)C1CC(O)C(CC(C)C)CN1CC2,319.4450000000001,3.0299000000000014,1,4,41.93,4,3,0.6842105263157895,-4.598685700000001
228-Raffinose,OC[C@H]1O[C@@](CO)(OC2O[C@H](COC3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,504.43800000000005,-7.571399999999989,11,16,268.67999999999995,8,3,1.0,-7.309804
234-Cortisone,C[C@@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@H]12,360.45000000000016,1.9898,2,5,91.66999999999999,2,4,0.7619047619047619,-4.5086384000000015
677-Prednisolone,C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,360.4500000000002,1.5575999999999999,3,5,94.83,2,4,0.7142857142857143,-5.4436975
679-Captopril (Cap),C[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O,217.28999999999996,0.6279000000000001,2,3,57.61,3,1,0.7777777777777778,-4.8153086
732-Amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.411,4.168600000000003,0,1,3.24,3,3,0.3,-3.9006648
801-Yohimbine (YOH),COC(=O)[C@@H]1[C@H](O)CC[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@H]21,354.45000000000005,2.647100000000001,2,4,65.56,1,5,0.5714285714285714,-4.8124795
808-Asn-Ala-NH2,CC(NC(=O)C(N)CC(N)=O)C(N)=O,202.21399999999997,-2.820899999999999,4,4,141.3,5,0,0.5714285714285714,-6.5885487000000005
1033-Dextromethorphan (DEM),COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3,271.404,3.3834000000000026,0,2,12.47,1,4,0.6666666666666666,-4.628932
014-Ampicillin,CC1(C)S[C@]2(C)[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,363.4390000000001,0.7081999999999999,3,5,112.73,4,3,0.47058823529411764,-6.1023731
016-Ceftibuten,Nc1nc(/C(=C\CC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,410.4330000000001,-0.0481999999999998,4,8,162.92,6,3,0.26666666666666666,-6.0604806
107-zidovudine,Cc1cn([C@H]2C[C@H]([N-][NH+]=N)[C@@H](CO)O2)c(=O)[nH]c1=O,269.261,-2.1063099999999984,4,6,136.23999999999998,4,2,0.6,-5.1850867
150-Artesunate,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OC(=O)CCC(=O)O)O[C@@H]3OC4(C)CC[C@@H]1[C@@]23OO4,384.4250000000002,2.6024000000000003,1,7,100.52000000000002,4,5,0.8947368421052632,-5.4001169
167-cephradine,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)C3=CCC=CC3)[C@H]2SC1,349.4120000000001,0.34860000000000113,3,5,112.73,4,3,0.4375,-5.6925039
170-Grepafloxacin hydrochloride (GRX),Cc1c(F)c(N2CCNC(C)C2)cc2c1C(=O)C(C(=O)O)CN2C1CC1,361.4170000000002,1.79812,2,5,72.88,3,4,0.5789473684210527,-4.9825492
174-Guanabenz,NC(N)=N/N=C/c1c(Cl)cccc1Cl,231.086,1.6007000000000005,2,2,76.76,2,1,0.0,-4.363411900000001
205-Fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.33099999999996,4.435000000000003,1,2,21.259999999999998,6,2,0.29411764705882354,-4.9299622
243-Famotidine,NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,337.456,-0.7679999999999998,4,6,175.82999999999998,7,1,0.375,-5.9488473
247-Lobucavir,Nc1nc(=O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2[nH]1,265.27299999999997,-1.1364,4,7,130.05,3,3,0.5454545454545454,-6.0555172
263-Amrinone,Nc1cc(-c2ccncc2)c[nH]c1=O,187.202,1.0191,2,3,71.77,1,2,0.0,-4.7544875
285-Ephedrine,CN[C@@H](C)[C@@H](O)c1ccccc1,165.236,1.3278999999999999,2,2,32.26,3,1,0.4,-4.9913998
403-Atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@H](O)CC(=O)O,558.6500000000003,6.313600000000008,4,5,111.79,12,4,0.2727272727272727,-5.309804
"453-(2E,4E,8Z,10Z)-N-Isobutyldodeca-2,4,8,10-tetraenamide (5) mw=247",C/C=C\C=C/CC/C=C/C=C/C(=O)NCC(C)C,247.382,3.7835000000000027,1,1,29.1,8,0,0.4375,-4.2441254
"643-(2E,4E,8Z)-N-isobutyldodeca-2,4,8-trienamide (6) mw = 249",CCC/C=C\CC/C=C/C=C/C(=O)NCC(C)C,249.398,4.007500000000003,1,1,29.1,9,0,0.5625,-4.6989698
Acrivastine,Cc1ccc(/C(=C/CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,348.446,4.015320000000003,1,3,53.43000000000001,6,3,0.2727272727272727,-5.720623000000002
Aminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,231.29900000000004,1.55042,0,4,30.17,2,2,0.3076923076923077,-4.389419599999999
Amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.411,4.168600000000003,0,1,3.24,3,3,0.3,-4.2600002
Amphetamine sulfate,C[C@H](N)Cc1ccccc1,135.20999999999998,1.5763,1,1,26.02,2,1,0.3333333333333333,-4.3899999
Ampicillin,CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,349.4120000000001,0.3181000000000002,3,5,112.73,4,3,0.4375,-6.0700002
Artesunate,CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,384.4250000000002,2.6024000000000003,1,7,100.52000000000002,4,5,0.8947368421052632,-5.4000001
Astemizole,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,458.58100000000024,5.351300000000005,1,5,42.32,8,5,0.32142857142857145,-5.1500001
Atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,558.6500000000003,6.313600000000008,4,5,111.79,12,4,0.2727272727272727,-5.3099999
Betaxolol,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,307.434,2.3933999999999997,2,4,50.72,11,2,0.6666666666666666,-4.3156309
Bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.3790000000001,2.8795800000000007,2,5,107.25999999999999,5,2,0.2222222222222222,-4.6599998
Bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,325.449,2.3659,2,5,59.95,12,1,0.6666666666666666,-4.7600002
Bromazepam,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,316.15799999999996,2.6336000000000004,1,3,54.35,1,3,0.07142857142857142,-4.4000001
Bupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,239.746,3.2993000000000023,1,2,29.1,3,1,0.46153846153846156,-3.9519544
Camazepam,CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,371.8240000000001,3.1781000000000015,0,4,62.21000000000001,2,3,0.21052631578947367,-4.46
